BARTIMESTAMP,TICKER,OPEN,HIGH,LOW,CLOSE,VOLUME,ASSET,VWAP
1998-03-30 11:30:00+00:00,EGX50LASTEWI,10.8236185,10.91665807,10.6572932,10.80515811,416784,0,10.7920305
1998-03-30 11:35:00+00:00,EGX50LASTEWI,10.82276543,10.91665807,10.65776101,10.80428669,712598,0,10.7911591
1998-03-30 11:40:00+00:00,EGX50LASTEWI,10.82274708,10.91578665,10.65799951,10.80419496,257028,0,10.7910674
1998-03-30 11:45:00+00:00,EGX50LASTEWI,10.82265535,10.91665807,10.65785274,10.80395188,405294,0,10.7908243
1998-03-30 11:50:00+00:00,EGX50LASTEWI,10.82231137,10.91535094,10.6572932,10.80339234,428271,0,10.7902648
1998-03-30 11:55:00+00:00,EGX50LASTEWI,10.82208205,10.91530507,10.65734365,10.80373632,67507,0,10.7906087
1998-03-30 12:00:00+00:00,EGX50LASTEWI,10.82219212,10.91535094,10.6572932,10.80385098,992291,0,10.7907234
1998-03-30 12:05:00+00:00,EGX50LASTEWI,10.82231137,10.91558026,10.65770597,10.80385098,836977,0,10.7907234
1998-03-30 12:10:00+00:00,EGX50LASTEWI,10.82277001,10.91580958,10.65798116,10.80430962,1025394,0,10.791182
1998-03-30 12:15:00+00:00,EGX50LASTEWI,10.82276543,10.91580958,10.65775184,10.80385098,1027321,0,10.7907234
1998-03-30 12:20:00+00:00,EGX50LASTEWI,10.82231137,10.9155344,10.65775184,10.80394271,22643,0,10.7908151
1998-03-30 12:25:00+00:00,EGX50LASTEWI,10.82231137,10.91535094,10.65774725,10.80384639,272908,0,10.7907188
1998-03-30 12:30:00+00:00,EGX50LASTEWI,10.82230678,10.91535094,10.65763718,10.80373632,1043236,0,10.7906087
1998-03-30 12:35:00+00:00,EGX50LASTEWI,10.82241038,10.91535094,10.65785085,10.80384639,244697,0,10.7907188
1998-03-30 12:40:00+00:00,EGX50LASTEWI,10.82251587,10.91534177,10.65789672,10.80378218,64154,0,10.7906546
1998-03-30 12:45:00+00:00,EGX50LASTEWI,10.82250211,10.91532801,10.6579013,10.80378677,111220,0,10.7906592
1998-03-30 12:50:00+00:00,EGX50LASTEWI,10.82250211,10.91532801,10.65789672,10.80378218,111424,0,10.7906546
1998-03-30 12:55:00+00:00,EGX50LASTEWI,10.82245625,10.91665807,10.65787837,10.80515811,120386,0,10.7920305
1998-03-30 13:00:00+00:00,EGX50LASTEWI,10.82244772,10.91535158,10.65788819,10.80383328,373087,0,10.7907067
1998-03-30 13:05:00+00:00,EGX50LASTEWI,10.81993179,10.91278062,10.65533098,10.80127607,589838,0,10.7881495
1998-03-30 13:10:00+00:00,EGX50LASTEWI,10.8225131,10.915339,10.65790771,10.80381611,550108,0,10.7906896
1998-03-30 13:15:00+00:00,EGX50LASTEWI,10.82212879,10.91423598,10.65756926,10.80273602,881650,0,10.7896095
1998-03-30 13:20:00+00:00,EGX50LASTEWI,10.82230156,10.91431702,10.65773745,10.80281706,434190,0,10.7896905
1998-03-30 13:25:00+00:00,EGX50LASTEWI,10.82252328,10.91453874,10.65784795,10.8029975,361435,0,10.789871
1998-03-30 13:30:00+00:00,EGX50LASTEWI,10.82251411,10.91453874,10.65785713,10.80303878,155754,0,10.7899122
1998-03-30 13:35:00+00:00,EGX50LASTEWI,10.82209101,10.91465594,10.6575269,10.8031147,972186,0,10.7899876
1998-03-30 13:40:00+00:00,EGX50LASTEWI,10.8200133,10.91202876,10.65499971,10.8001894,758603,0,10.7870623
1998-03-30 13:45:00+00:00,EGX50LASTEWI,10.81996543,10.91200703,10.65495185,10.80016768,430185,0,10.7870398
1998-03-30 13:50:00+00:00,EGX50LASTEWI,10.81922429,10.91131633,10.65462348,10.79972465,697272,0,10.7865968
1998-03-30 13:55:00+00:00,EGX50LASTEWI,10.81942614,10.91164465,10.65462348,10.79972924,61425,0,10.7866014
1998-03-30 14:00:00+00:00,EGX50LASTEWI,10.81959586,10.91161132,10.65487354,10.79994857,36608,0,10.7868194
1998-03-30 14:05:00+00:00,EGX50LASTEWI,10.81941011,10.9115173,10.65466486,10.79976741,212767,0,10.7866213
1998-03-30 14:10:00+00:00,EGX50LASTEWI,10.81939177,10.91140723,10.65461899,10.79971696,871793,0,10.7865708
1998-03-30 14:15:00+00:00,EGX50LASTEWI,10.81945367,10.91157003,10.65488497,10.80000586,233690,0,10.7868597
1998-03-30 14:20:00+00:00,EGX50LASTEWI,10.81820574,10.91030621,10.65360035,10.79869159,214264,0,10.7855454
1998-03-30 14:25:00+00:00,EGX50LASTEWI,10.81854815,10.91060947,10.65398861,10.79910951,115684,0,10.7859634
1998-03-30 14:30:00+00:00,EGX50LASTEWI,10.81824142,10.91025687,10.65360392,10.79867895,162260,0,10.7855197
1998-03-30 14:35:00+00:00,EGX50LASTEWI,10.81813115,10.91022962,10.65200122,10.79708083,142598,0,10.7839151
1998-03-30 14:40:00+00:00,EGX50LASTEWI,10.81815002,10.91023428,10.65189051,10.79703434,218907,0,10.7838686
1998-03-30 14:45:00+00:00,EGX50LASTEWI,10.81810486,10.91012032,10.65194634,10.79702137,635558,0,10.7838491
1998-03-30 14:50:00+00:00,EGX50LASTEWI,10.81787845,10.90990503,10.6517658,10.79684541,399835,0,10.7836731
1998-03-30 14:55:00+00:00,EGX50LASTEWI,10.8179977,10.91004262,10.65188504,10.79698301,21957,0,10.7838107
1998-03-30 15:00:00+00:00,EGX50LASTEWI,10.8179977,10.91041854,10.65166031,10.7971984,360018,0,10.7840261
1998-03-30 15:05:00+00:00,EGX50LASTEWI,10.81844383,10.91084589,10.65164504,10.79721856,1258617,0,10.7840463
1998-03-30 15:10:00+00:00,EGX50LASTEWI,10.81836127,10.91080002,10.65159353,10.79716705,396212,0,10.7839948
1998-03-30 15:15:00+00:00,EGX50LASTEWI,10.81604608,10.91152993,10.65082083,10.79871244,171472,0,10.7855402
1998-03-30 15:20:00+00:00,EGX50LASTEWI,10.81486172,10.90768539,10.64880158,10.79476708,244362,0,10.7815948
1998-03-30 15:25:00+00:00,EGX50LASTEWI,10.81562477,10.90791173,10.65073722,10.79604498,521912,0,10.7829119
1998-03-30 15:30:00+00:00,EGX50LASTEWI,10.81583092,10.90784638,10.65099633,10.79607136,17298,0,10.7829252
1998-03-31 11:40:00+00:00,EGX50LASTEWI,7.72678606,7.94822352,7.60186071,7.78999744,31305,0,7.793779
1998-03-31 11:45:00+00:00,EGX50LASTEWI,9.32919492,9.42044115,9.16387689,9.30895192,549,0,9.2968795
1998-03-31 11:50:00+00:00,EGX50LASTEWI,10.82264754,10.914663,10.65781295,10.80288799,1120,0,10.7897418
1998-03-31 11:55:00+00:00,EGX50LASTEWI,10.82301446,10.91502991,10.65817987,10.8032549,4192,0,10.7901088
1998-03-31 12:00:00+00:00,EGX50LASTEWI,10.82301446,10.91502991,10.65812942,10.80320445,6081,0,10.7900583
1998-03-31 12:05:00+00:00,EGX50LASTEWI,10.82271634,10.9147318,10.65765243,10.80272746,124323,0,10.7895813
1998-03-31 12:10:00+00:00,EGX50LASTEWI,10.82248702,10.91450248,10.65763408,10.80270911,12578,0,10.789563
1998-03-31 12:15:00+00:00,EGX50LASTEWI,10.82260168,10.91461714,10.65776709,10.80284212,8595,0,10.789696
1998-03-31 12:25:00+00:00,EGX50LASTEWI,10.82131748,10.9145942,10.65648289,10.80281919,389949,0,10.789673
1998-03-31 12:30:00+00:00,EGX50LASTEWI,10.82243902,10.91445661,10.6575815,10.80265866,372522,0,10.7895125
1998-03-31 12:35:00+00:00,EGX50LASTEWI,10.82242281,10.91445661,10.65758363,10.80265866,56447,0,10.7895125
1998-03-31 12:40:00+00:00,EGX50LASTEWI,10.82241822,10.91443368,10.65758363,10.80265866,45703,0,10.7895125
1998-03-31 12:45:00+00:00,EGX50LASTEWI,10.82241364,10.91443368,10.6575607,10.80263573,16770,0,10.7894896
1998-03-31 12:50:00+00:00,EGX50LASTEWI,10.82239529,10.91443368,10.65755612,10.80265866,126209,0,10.7895125
1998-03-31 12:55:00+00:00,EGX50LASTEWI,10.81907971,10.9128837,10.65413504,10.79945321,143781,0,10.7863071
1998-03-31 13:00:00+00:00,EGX50LASTEWI,10.81941003,10.91301675,10.65455251,10.79969634,33538,0,10.7865502
1998-03-31 13:05:00+00:00,EGX50LASTEWI,10.81584273,10.91217098,10.65093934,10.79755204,470255,0,10.7844059
1998-03-31 13:10:00+00:00,EGX50LASTEWI,10.8157662,10.90896552,10.65081695,10.79589198,186049,0,10.7827458
1998-03-31 13:15:00+00:00,EGX50LASTEWI,10.81567447,10.90895176,10.65070229,10.79577732,362730,0,10.7826312
1998-03-31 13:20:00+00:00,EGX50LASTEWI,10.81524789,10.90844721,10.6504133,10.79548833,2234,0,10.7823422
1998-03-31 13:25:00+00:00,EGX50LASTEWI,10.81550253,10.90895335,10.65076359,10.7960947,189518,0,10.7829486
1998-03-31 13:30:00+00:00,EGX50LASTEWI,10.8163157,10.90953795,10.65107116,10.79632965,377705,0,10.7831835
1998-03-31 13:35:00+00:00,EGX50LASTEWI,10.81622517,10.90942907,10.65114116,10.79621619,91612,0,10.78307
1998-03-31 13:40:00+00:00,EGX50LASTEWI,10.81533781,10.90853713,10.65023194,10.79532073,82687,0,10.7821746
1998-03-31 13:45:00+00:00,EGX50LASTEWI,10.81533781,10.90853713,10.649439,10.79452779,39438,0,10.7813816
1998-03-31 13:50:00+00:00,EGX50LASTEWI,10.81640917,10.90960849,10.64942983,10.79450486,169680,0,10.7813587
1998-03-31 13:55:00+00:00,EGX50LASTEWI,10.81623488,10.90945714,10.64938396,10.79448192,31062,0,10.7813358
