BARTIMESTAMP,TICKER,OPEN,HIGH,LOW,CLOSE,VOLUME,ASSET,VWAP
1998-03-30 11:30:00+00:00,EGX30LASTEWI,12.33516555,12.47927673,12.08509828,12.30722012,416784,0,12.2647176
1998-03-30 11:35:00+00:00,EGX30LASTEWI,12.33373459,12.47927673,12.085883,12.30575838,712598,0,12.2632559
1998-03-30 11:40:00+00:00,EGX30LASTEWI,12.33370382,12.47781499,12.08628305,12.30560452,257028,0,12.263102
1998-03-30 11:45:00+00:00,EGX30LASTEWI,12.33354995,12.47927673,12.08603686,12.30519677,405294,0,12.2626943
1998-03-30 11:50:00+00:00,EGX30LASTEWI,12.33297295,12.47708413,12.08509828,12.30425818,428271,0,12.2617557
1998-03-30 11:55:00+00:00,EGX30LASTEWI,12.33258828,12.47700719,12.0851829,12.30483518,67507,0,12.2623327
1998-03-30 12:00:00+00:00,EGX30LASTEWI,12.33277292,12.47708413,12.08509828,12.30502752,992291,0,12.262525
1998-03-30 12:05:00+00:00,EGX30LASTEWI,12.33297295,12.47746879,12.08579068,12.30502752,836977,0,12.262525
1998-03-30 12:10:00+00:00,EGX30LASTEWI,12.33374228,12.47785346,12.08625228,12.30579685,1025394,0,12.2632943
1998-03-30 12:15:00+00:00,EGX30LASTEWI,12.33373459,12.47785346,12.08586761,12.30502752,1027321,0,12.262525
1998-03-30 12:20:00+00:00,EGX30LASTEWI,12.33297295,12.47739186,12.08586761,12.30518138,22643,0,12.2626789
1998-03-30 12:25:00+00:00,EGX30LASTEWI,12.33297295,12.47708413,12.08585992,12.30501982,223487,0,12.2625173
1998-03-30 12:30:00+00:00,EGX30LASTEWI,12.33296525,12.47708413,12.08567528,12.30483518,1043236,0,12.2623327
1998-03-30 12:35:00+00:00,EGX30LASTEWI,12.33313904,12.47708413,12.0860337,12.30501982,244697,0,12.2625173
1998-03-30 12:40:00+00:00,EGX30LASTEWI,12.33331598,12.47706874,12.08611063,12.30491212,64154,0,12.2624096
1998-03-30 12:45:00+00:00,EGX30LASTEWI,12.3332929,12.47704566,12.08611833,12.30491981,111220,0,12.2624173
1998-03-30 12:50:00+00:00,EGX30LASTEWI,12.3332929,12.47704566,12.08611063,12.30491212,111424,0,12.2624096
1998-03-30 12:55:00+00:00,EGX30LASTEWI,12.33321597,12.47927673,12.08607986,12.30722012,8386,0,12.2647176
1998-03-30 13:00:00+00:00,EGX30LASTEWI,12.33320166,12.4770852,12.08609632,12.30499782,371778,0,12.2624971
1998-03-30 13:05:00+00:00,EGX30LASTEWI,12.33330167,12.4770929,12.0861271,12.30502859,589558,0,12.2625278
1998-03-30 13:10:00+00:00,EGX30LASTEWI,12.33334014,12.4770929,12.08615787,12.30499782,457025,0,12.2624971
1998-03-30 13:15:00+00:00,EGX30LASTEWI,12.33269549,12.47524267,12.08559015,12.30318606,878012,0,12.2606853
1998-03-30 13:20:00+00:00,EGX30LASTEWI,12.3329853,12.47537861,12.08587227,12.303322,403850,0,12.2608213
1998-03-30 13:25:00+00:00,EGX30LASTEWI,12.33332841,12.47572172,12.08602884,12.30359587,335397,0,12.2610951
1998-03-30 13:30:00+00:00,EGX30LASTEWI,12.33331302,12.47572172,12.08604422,12.30366511,155754,0,12.2611644
1998-03-30 13:35:00+00:00,EGX30LASTEWI,12.33304668,12.47636168,12.08593365,12.30423583,968548,0,12.2617342
1998-03-30 13:40:00+00:00,EGX30LASTEWI,12.33396836,12.47636168,12.08610139,12.30373576,708100,0,12.2612341
